,id,identifier,formula,temperature,efermi,e_per_atom,ele_cell,med_mass,var_mass,med_raio,var_raio,med_ele,var_ele,med_val,var_val,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,p1,p2,p3,p4,p5,p6,p7,e_l1,e_l2,e_l3,e_l4,e_l5,e_l6,e_l7,tetragonal,trigonal,orthorhombic,cubic,monoclinic,triclinic,hexagonal,⟨S²σ⟩,κₑᵉ
33,5e5dbefe5a4b4bd4eb1ed620,mp-554699,GePbO3,300,1.79766907,-1.9510961955833332,30,98.61313333333332,6430.246734302222,1.2166666666666668,0.24055555555555555,2.5933333333333333,0.375488888888889,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,6,22,36,36,18,4,0,0,1,0,0,0,0,0,10.3375,813.501
34,5e5dbefe5a4b4bd4eb1ed621,mp-554288,NaPH4O5,300,-0.91195105,-1.9733743345338963,44,17.742717820000003,121.42100620582336,0.9125,0.33296875000000004,2.19,0.7875499999999999,0.75,0.6875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,7,22,6,0,0,0,0,0,0,1,0,0,0,0,9.32645,858.853
36,5e5dbefe5a4b4bd4eb1ed623,mp-554944,TiSO5,300,0.21887537,-2.657849862068452,28,31.97713333333333,169.2611819022222,1.0,0.10666666666666665,2.52,0.6034666666666666,1.3333333333333333,0.888888888888889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,6,22,16,2,0,0,0,0,0,1,0,0,0,0,10.655,623.173
39,5e5dbeff5a4b4bd4eb1ed626,mp-778680,Li5Mn8(BO3)8,300,1.68968045,-2.463361218022518,45,22.17236125,368.19259429500477,1.075,0.130625,2.0025000000000004,0.82951875,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,8,18,13,2,0,0,0,0,0,0,0,0,1,0,0.821163,36.7224
40,5e5dbeff5a4b4bd4eb1ed627,mp-775226,LiMn2(BO3)2,300,1.37742874,-2.4425589377503027,44,22.17236125,368.19259429500477,1.075,0.130625,2.0025000000000004,0.82951875,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,8,18,13,2,0,0,0,0,0,0,0,1,0,0,0.795728,21.1276
41,5e5dbeff5a4b4bd4eb1ed628,mp-20877,NbCoB2,300,6.97962792,-0.605752162708332,16,54.216858333333334,1134.3971520007387,1.2166666666666666,0.0688888888888889,1.8399999999999999,0.033066666666666654,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,6,19,33,14,1,0,0,0,0,1,0,0,0,0,12.5317,183535000.0
43,5e5dbeff5a4b4bd4eb1ed62a,mp-867749,CaBiO3,300,3.86273427,-2.26241595025,10,88.35260000000001,7372.162896080001,1.3333333333333333,0.2755555555555556,2.1533333333333333,1.0011555555555554,0.6666666666666666,0.888888888888889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,6,22,26,34,18,5,0,0,1,0,0,0,0,0,3.65325,8657810.0
44,5e5dbeff5a4b4bd4eb1ed62b,mp-764734,Mn3VSb2(PO4)6,300,2.13839716,-2.4265529143260327,36,54.9225414,1314.32995485822,1.1600000000000001,0.1034,2.1719999999999997,0.460736,1.6,0.6400000000000002,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,10,38,47,22,5,0,0,0,1,0,0,0,0,0,8.8736,4368550.0
45,5e5dbeff5a4b4bd4eb1ed62c,mp-672356,MnSbPt,300,6.91103367,-0.10042855999999982,3,123.92734833333334,3275.830149876005,1.3999999999999997,0.0016666666666666624,1.9599999999999997,0.09286666666666661,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,6,24,49,52,22,1,0,0,0,0,1,0,0,0,17.8892,1534720000.0
47,5e5dbf005a4b4bd4eb1ed62e,mp-972876,Sc3Cd,300,3.63553808,-0.13402152499999964,8,78.683456,1137.547224271936,1.5750000000000002,0.0006250000000000011,1.525,0.027224999999999975,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4,16,27,20,2,0,0,0,0,0,0,0,0,1,53.3941,158972000.0
53,5e5dbf005a4b4bd4eb1ed634,mp-640553,BaNb2O6,300,1.60323158,-3.1984054963888897,18,82.07759333333334,2512.029063962756,1.3999999999999997,0.40166666666666667,1.9766666666666666,1.1546888888888887,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,6,22,36,30,9,2,0,0,0,1,0,0,0,0,12.8219,727.497
54,5e5dbf015a4b4bd4eb1ed635,mp-28711,Sb2S2O,300,4.09345839,-1.0232941923749999,20,56.608133333333335,2165.400115635556,1.0166666666666666,0.12055555555555554,2.69,0.32806666666666673,1.3333333333333333,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,6,22,24,18,5,0,0,0,0,0,0,0,1,0,15.1421,1032.7
56,5e5dbf015a4b4bd4eb1ed637,mp-558946,BaSbSe2F,300,2.01090977,-1.8082008126755,20,89.26135079999999,2102.367116646782,1.3125,0.3517187499999999,2.3674999999999997,1.2293187499999998,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,8,31,54,42,13,2,0,0,0,0,0,0,1,0,14.2383,755.209
57,5e5dbf015a4b4bd4eb1ed638,mp-3829,CdSnAs2,300,2.94367273,-0.1381719987500003,8,102.0142,373.61738754666663,1.3833333333333335,0.02888888888888891,1.9433333333333334,0.04015555555555559,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,6,24,54,41,6,0,0,1,0,0,0,0,0,0,4.44379,166245.0
58,5e5dbf015a4b4bd4eb1ed639,mp-13495,ZrPd,300,4.97629832,-0.6507043050000014,4,98.822,57.72960399999999,1.475,0.00562500000000001,1.7650000000000001,0.18922500000000006,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,16,36,28,2,0,0,0,0,1,0,0,0,0,9.48076,550822000.0
60,5e5dbf015a4b4bd4eb1ed63b,mp-5671,Sr(CoP)2,300,6.02707233,-0.8335079448571427,5,59.17565233333334,534.8287727046842,1.45,0.17166666666666663,1.6733333333333331,0.2776222222222222,0.6666666666666666,0.888888888888889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,6,24,38,10,2,0,0,1,0,0,0,0,0,0,53.8106,684045000.0
62,5e5dbf025a4b4bd4eb1ed63d,mp-11300,TiCdHg2,300,3.82278288,0.05225576458333325,4,120.28933333333333,3918.4198562222227,1.4833333333333332,0.0038888888888888953,1.7433333333333334,0.03668888888888888,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,6,24,46,52,20,2,0,1,0,0,0,0,0,0,81.6009,818179000.0
63,5e5dbf025a4b4bd4eb1ed63e,mp-7361,Sr(CoGe)2,300,4.07118584,-0.4258532979999998,5,73.06439833333333,137.2455204906723,1.5333333333333332,0.11055555555555553,1.6133333333333333,0.22282222222222217,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,6,24,51,14,2,0,0,1,0,0,0,0,0,0,4.24569,560508000.0
64,5e5dbf025a4b4bd4eb1ed63f,mp-541473,Sb(OF3)2,300,-2.73773493,-1.4893160449600005,36,52.25260106666667,2417.138256604376,0.85,0.18166666666666664,3.1566666666666663,0.6609555555555556,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,6,21,18,18,5,0,0,0,0,0,1,0,0,0,0.898531,33.5241
65,5e5dbf025a4b4bd4eb1ed640,mp-777474,LiFeF4,300,-2.67207586,-2.883366271626667,24,27.261467733333333,432.73932040768227,1.1166666666666665,0.1905555555555555,2.2633333333333336,1.5938888888888887,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,16,14,2,0,0,0,0,0,1,0,0,0,0,1.78808,46.0366
67,5e5dbf025a4b4bd4eb1ed642,mp-504353,LiSb(PO3)4,300,1.59452583,-2.5408569299206363,36,43.9185405,2093.4192537980216,1.125,0.125625,2.165,0.760925,0.5,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,8,23,23,18,5,0,0,0,0,0,0,1,0,0,6.0553,296.131
68,5e5dbf025a4b4bd4eb1ed643,mp-981336,Zn3C,300,3.76779993,1.0616438640625003,4,38.70985,712.8446107225002,1.025,0.10562500000000005,2.0999999999999996,0.20249999999999996,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,4,12,18,2,0,0,0,1,0,0,0,0,0,0,25.6851,2349940000.0
70,5e5dbf035a4b4bd4eb1ed645,mp-8207,Zn(PtO2)3,300,4.8499398,-1.12289142375,10,92.16413333333334,5703.13423936889,1.1,0.12500000000000003,2.4566666666666666,0.5496222222222222,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,6,22,36,34,17,1,0,0,0,1,0,0,0,0,2.89952,353.894
71,5e5dbf035a4b4bd4eb1ed646,mp-23021,K2ReBr6,300,0.25305943,-0.989811449277778,9,101.73643333333332,3845.1558419088888,1.5666666666666667,0.2072222222222223,1.8933333333333333,0.7632888888888889,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6,24,44,40,13,2,0,0,0,0,1,0,0,0,6.36476,348.619
72,5e5dbf035a4b4bd4eb1ed647,mp-766966,K2InH2Cl5O,300,-0.77102922,-1.778820808329394,44,41.275327999999995,1541.4997263511364,1.1199999999999999,0.4786,2.2800000000000002,0.9016000000000002,1.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,9,30,33,19,3,0,0,0,0,1,0,0,0,0,9.2807,962.129
74,5e5dbf035a4b4bd4eb1ed649,mp-680247,K3P6S6N7,300,0.36583622,-0.8551078012678256,88,29.035940499999995,85.01487558362076,1.2125,0.34546875000000005,2.1574999999999998,0.6868187500000001,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,8,29,19,1,0,0,0,0,1,0,0,0,0,0,6.49688,435.796
75,5e5dbf035a4b4bd4eb1ed64a,mp-626165,NaH9O5,300,-2.02129099,-1.3955479160553332,30,13.33236976,84.0899948997148,0.8833333333333333,0.4405555555555556,2.19,1.0500666666666665,1.0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,5,14,1,0,0,0,0,0,0,0,0,0,1,0,8.56115,912.376
78,5e5dbf035a4b4bd4eb1ed64d,mp-9767,BaAs2Pd,300,4.2414306,-0.8261627725,8,106.22286666666668,649.0917556355556,1.5666666666666664,0.18055555555555555,1.7566666666666668,0.3756222222222223,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,6,24,54,41,8,2,0,0,0,1,0,0,0,0,24.9233,616162000.0
79,5e5dbf045a4b4bd4eb1ed64e,mp-770719,RbLi2Ni2(BO3)3,300,0.68088326,-2.077830431123226,34,35.58252,968.0234790016,1.3199999999999998,0.3636000000000001,1.8379999999999999,0.876976,0.8,0.9600000000000002,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,10,26,34,10,1,0,0,0,0,0,0,1,0,0,3.37505,133.944
80,5e5dbf045a4b4bd4eb1ed64f,mp-554315,CaBeB2O5,300,2.0901051,-3.1385764224537036,36,18.9751455,155.02486069411077,1.075,0.20062500000000003,2.0125,0.8148687499999999,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,8,19,8,2,0,0,0,0,0,0,0,1,0,0,7.45219,641.515
81,5e5dbf045a4b4bd4eb1ed650,mp-872,BaSn,300,4.01697797,-0.6983831324999996,4,128.0185,86.64817225000004,1.7999999999999998,0.12249999999999998,1.425,0.28622499999999995,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,16,36,36,12,2,0,0,0,1,0,0,0,0,15.7277,180435000.0
82,5e5dbf045a4b4bd4eb1ed651,mp-762643,LiFeSiO4,300,3.16532165,-2.5920956450000006,14,26.717724999999998,339.06757497687494,1.1375000000000002,0.11421875,2.0375,0.78681875,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,8,23,18,2,0,0,0,0,0,1,0,0,0,0,3.79302,232.606
86,5e5dbf045a4b4bd4eb1ed655,mp-743607,Li2Ti4Co(PO5)4,300,2.33112265,-2.9558208662980037,62,32.142871400000004,372.4164933031958,1.1599999999999997,0.1034,2.0059999999999993,0.675184,1.2,0.9600000000000002,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,10,31,30,4,0,0,0,0,0,0,0,1,0,0,0.451786,3.7786
93,5e5dbf055a4b4bd4eb1ed65c,mp-583454,Nb2Bi2PbO9,300,3.70280158,-2.3921822981249994,28,131.271545,6640.837430619075,1.3624999999999998,0.20921875000000004,2.3475,0.46496874999999993,0.5,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,8,30,54,76,37,9,0,0,0,1,0,0,0,0,6.93305,345.54
94,5e5dbf055a4b4bd4eb1ed65d,mp-557025,K2SeO4,300,-0.82847627,-1.8251041663705359,84,44.6859,676.2834956066665,1.3166666666666667,0.44055555555555564,2.27,1.1832666666666667,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6,22,26,7,0,0,0,0,0,1,0,0,0,0,7.11736,960.249
100,5e5dbf065a4b4bd4eb1ed663,mp-768326,Na4Sn2C4SO16,300,1.94472594,-1.9694797248912048,54,40.354973856,1581.2751913610828,1.1099999999999999,0.20640000000000006,2.2920000000000003,0.6865359999999999,1.2,0.9600000000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,10,34,25,18,4,0,0,0,0,0,0,0,1,0,5.07884,361.564
102,5e5dbf065a4b4bd4eb1ed665,mp-779347,V4OF11,300,1.14401251,-3.14017331199,32,28.6464344,250.03397841975337,0.8166666666666668,0.14388888888888893,3.016666666666667,1.0100222222222224,0.6666666666666666,0.888888888888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,6,21,11,2,0,0,0,0,0,0,0,0,1,0,1.74023,108.222
103,5e5dbf065a4b4bd4eb1ed666,mp-28856,Na7Au5S6,300,1.38743534,-0.9639311135208336,72,84.00711276,6393.646012455109,1.3833333333333335,0.10722222222222223,2.016666666666667,0.5906888888888888,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,6,24,25,32,18,1,0,0,0,1,0,0,0,0,9.29937,634.94
104,5e5dbf075a4b4bd4eb1ed667,mp-13680,BaBOF3,300,0.30359106,-3.5235359556644443,24,45.7839508,2801.955542770622,1.025,0.43812499999999993,2.5875000000000004,1.4617687499999998,0.5,0.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,8,24,18,18,8,2,0,0,0,1,0,0,0,0,9.05987,1055.05
105,5e5dbf075a4b4bd4eb1ed668,mp-774910,LiSb(TeO4)3,300,4.04590991,-1.5625073008823533,17,68.07509999999999,3218.63473033,1.225,0.130625,2.1425,0.7613187499999999,0.5,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,8,23,36,36,11,0,0,0,0,0,0,0,1,0,8.11973,850.717
106,5e5dbf075a4b4bd4eb1ed669,mp-772272,Li2Cr2O7,300,-0.98561936,-1.8305596135227271,44,24.97883333333333,378.64211749555557,1.1500000000000001,0.15166666666666664,2.026666666666667,1.0758222222222222,0.6666666666666666,0.888888888888889,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6,15,13,1,0,0,0,0,0,0,0,1,0,0,1.08663,47.9984
109,5e5dbf075a4b4bd4eb1ed66c,mp-651601,K2Fe2P2O7F2,300,1.39507726,-2.3607977374277143,60,32.18297304,208.983275273116,1.1400000000000001,0.3824000000000001,2.452,1.2859760000000002,1.2,0.9600000000000002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,10,37,27,3,0,0,0,0,0,1,0,0,0,0,6.09664,899.598
110,5e5dbf075a4b4bd4eb1ed66d,mp-583221,Ba7B4Se13,300,1.4691991,-1.2868897018077263,48,75.69933333333333,2673.0323495555554,1.383333333333333,0.30888888888888894,1.8266666666666669,0.48202222222222213,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,6,19,36,24,8,2,0,0,0,0,0,1,0,0,3.86091,325.323
111,5e5dbf075a4b4bd4eb1ed66e,mp-13453,BePd3,300,4.58448004,-0.3975609962500002,8,57.716091,2372.070751880281,1.225,0.03062499999999998,1.8850000000000002,0.09922500000000004,1.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,10,18,18,0,0,0,0,0,1,0,0,0,0,85.92,1241510000.0
112,5e5dbf085a4b4bd4eb1ed66f,mp-776680,TiMn2Ni3(PO4)6,300,1.18684529,-2.2826095161512177,36,41.6943214,255.52524574843582,1.15,0.098,2.1260000000000003,0.49050399999999994,1.2,0.9600000000000002,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,10,38,44,6,0,0,0,0,1,0,0,0,0,0,8.5041,12158200.0
113,5e5dbf085a4b4bd4eb1ed670,mp-769856,Li4Fe3NiO8,300,2.58975502,-1.8978579881249997,16,34.369699999999995,535.65809939,1.2000000000000002,0.12125,2.04,0.78615,1.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,8,23,30,4,0,0,0,0,1,0,0,0,0,0,18.6046,93314700.0
114,5e5dbf085a4b4bd4eb1ed671,mp-777480,Li2Ti3MnO8,300,2.810302,-3.0769828618542854,28,31.436361249999997,415.15438105500476,1.2125,0.12546875,1.8775000000000002,0.8670187499999998,1.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,8,23,23,4,0,0,0,0,0,0,0,0,0,1,6.32066,328.905
117,5e5dbf085a4b4bd4eb1ed674,mp-764443,Li4Mn3Fe3(WO8)2,300,3.71807482,-2.0674009247457144,28,63.512689,4013.7696749456845,1.2399999999999998,0.1034,2.032,0.693976,0.8,0.9600000000000002,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,10,31,45,36,12,2,0,0,0,0,0,0,1,0,5.20703,22947100.0
118,5e5dbf085a4b4bd4eb1ed675,mp-571350,Ba(AsPd)2,300,4.50288333,-0.7796559340000002,10,106.22286666666668,649.0917556355556,1.5666666666666664,0.18055555555555555,1.7566666666666668,0.3756222222222223,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,6,24,54,41,8,2,0,1,0,0,0,0,0,0,58.1468,525442000.0
125,5e5dbf095a4b4bd4eb1ed67c,mp-631320,TcIrOs,300,7.09267359,0.5503514583333349,3,160.149,1931.9071286666667,1.3333333333333333,0.0005555555555555566,2.1,0.020000000000000035,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,24,54,77,31,4,0,0,0,0,1,0,0,0,13.2618,925070000.0
127,5e5dbf095a4b4bd4eb1ed67e,mp-559270,RbBa4Sb3O,300,2.79795743,-1.3700534960105364,18,90.13855000000001,2186.2738454475,1.6375000000000002,0.47046874999999994,1.8,1.1351499999999999,0.5,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,8,30,54,44,14,2,0,1,0,0,0,0,0,0,14.7879,735.251
128,5e5dbf0a5a4b4bd4eb1ed67f,mp-704943,Li2Mn3ZnO8,300,1.57007357,-2.0265776953842862,56,35.82186125,616.9653442812548,1.2000000000000002,0.12125,1.9050000000000002,0.850725,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,8,23,31,4,0,0,0,0,0,0,1,0,0,0,5.84753,296.564
129,5e5dbf0a5a4b4bd4eb1ed680,mp-10125,SbIr,300,9.15977434,-0.19264326500000006,4,156.98850000000002,1241.0472122500003,1.4,0.0024999999999999935,2.125,0.005625000000000027,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,16,36,50,20,2,0,0,0,0,0,0,0,1,6.55566,2026450000.0
130,5e5dbf0a5a4b4bd4eb1ed681,mp-783909,Li2MnSiO4,300,1.992114,-2.7000805660574994,32,26.49098625,326.0132425103172,1.1375000000000002,0.11421875,1.9675000000000002,0.8305687500000001,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,8,23,17,2,0,0,0,0,0,0,0,1,0,0,6.50597,1264.98
134,5e5dbf0a5a4b4bd4eb1ed685,mp-8184,Li2ZnGeO4,300,0.05957487,-2.240653704375,16,40.24735,844.9171085675,1.1625,0.11046875,2.02,0.8087500000000002,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,8,23,36,6,0,0,0,0,0,0,0,1,0,0,9.45741,1185.19
135,5e5dbf0a5a4b4bd4eb1ed686,mp-772523,Ba8LiTa7O24,300,5.52228574,-3.3216060827500002,40,85.30381999999999,5699.507915121199,1.4124999999999999,0.30171875,1.7025000000000001,1.06051875,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,8,23,36,50,19,4,0,0,1,0,0,0,0,0,38.6681,119983000.0
136,5e5dbf0a5a4b4bd4eb1ed687,mp-21511,K2NaInP2,300,2.39990566,-0.41416250718650777,12,51.96995782,1349.0618869049897,1.6375,0.18921875000000005,1.4300000000000002,0.33055,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,8,32,32,19,3,0,0,0,0,1,0,0,0,0,11.5732,2882.15
138,5e5dbf0b5a4b4bd4eb1ed689,mp-761041,TiP2O7,300,0.41885406,-2.97206336047024,40,31.613387333333332,169.46188191018754,1.0,0.10666666666666665,2.39,0.6216666666666666,1.3333333333333333,0.888888888888889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,6,22,15,2,0,0,0,0,0,0,0,1,0,0,2.83832,134.249
139,5e5dbf0b5a4b4bd4eb1ed68a,mp-3307,BaSO4,300,0.95365539,-2.7065750531770845,6,61.797133333333335,2895.397629902222,1.25,0.43166666666666664,2.3033333333333332,1.122022222222222,1.3333333333333333,0.888888888888889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,6,22,24,18,8,2,0,0,0,0,1,0,0,0,8.66482,944.235
141,5e5dbf0b5a4b4bd4eb1ed68c,mp-974457,Ru3I,300,9.94992952,0.8797655624999994,4,113.987235,166.85496004522514,1.35,0.0024999999999999935,2.43,0.05289999999999999,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,16,36,33,8,0,0,0,0,0,1,0,0,0,0.0223198,805122000.0
142,5e5dbf0b5a4b4bd4eb1ed68d,mp-4734,NaPO3,300,0.34171581,-2.6495548245785714,40,23.32097709333333,37.42676885898053,1.1333333333333333,0.2488888888888889,2.186666666666667,1.0500222222222222,1.3333333333333333,0.888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,6,22,6,0,0,0,0,0,0,0,0,1,0,0,8.8246,1103.41
144,5e5dbf0b5a4b4bd4eb1ed68f,mp-775804,Li3SbS3,300,1.87539827,-1.183052516383928,28,53.58866666666666,2428.8679068888887,1.3,0.04499999999999999,1.8699999999999999,0.4428666666666667,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,6,17,24,18,5,0,0,0,0,0,0,1,0,0,9.30914,559.654
145,5e5dbf0c5a4b4bd4eb1ed690,mp-2698,YCu2,300,5.08492007,-0.2599103283333335,6,76.225925,160.78049800562502,1.5750000000000002,0.05062499999999999,1.56,0.11559999999999998,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,16,36,10,2,0,0,0,0,1,0,0,0,0,5.21938,853365000.0
